points,place,long_place,competition.id,competitor.id
50,3.0,3. place,2287,29314_34_9
36,5.0,5. place,2283,29314_34_9
10,,participation,2296,29314_34_9
8,,1/16,2263,29314_34_9
56,,1/16,2248,31266_296_8
25,3.0,3. place,2240,31266_296_8
56,,1/16,2248,43501_24_8
25,3.0,3. place,2251,43501_24_8
18,5.0,5. place,2251,13754_9_14
10,,participation,2239,13754_9_14
160,,1/16,2311,38318_182_2
10,,participation,2315,38318_182_2
10,,participation,2309,38318_182_2
80,,1/16,2260,38318_182_2
36,5.0,5. place,2398,12200_93_3
26,7.0,7. place,2367,12200_93_3
6,,participation,2292,12200_93_3
35,2.0,2. place,2232,12200_93_3
25,3.0,3. place,2043,12200_93_3
126,5.0,5. place,2237,12200_93_3
60,,1/32,2234,9571_292_4
35,2.0,2. place,2277,9571_292_4
10,,participation,2239,9571_292_4
5,,participation,2238,9571_292_4
5,,participation,2227,9571_292_4
126,5.0,5. place,2044,9571_292_4
6,,participation,2281,52508_214_1
10,,participation,2239,52508_214_1
5,,participation,2233,52508_214_1
175,3.0,3. place,2044,52508_214_1
182,,7. place,2302,37345_193_5
160,,1/16,2284,37105_24_6
36,5.0,5. place,2283,31636_28_11
26,7.0,7. place,2286,31636_28_11
16,,1/16,2362,31636_28_11
16,,1/16,2287,31636_28_11
13,7.0,7. place,2201,31636_28_11
8,,1/16,2263,31636_28_11
8,,1/16,2251,31636_28_11
8,,1/16,2199,31636_28_11
100,1.0,1. place,2460,32998_77_7
6,,participation,2292,32998_77_7
3,,participation,2248,32998_77_7
16,,1/16,2287,8198_6_9
10,,participation,2284,8198_6_9
10,,participation,2239,8198_6_9
5,,participation,2233,8198_6_9
5,,participation,2227,8198_6_9
56,,1/16,2200,8198_6_9
16,,1/16,2362,29332_20_13
16,,1/16,2287,29332_20_13
18,5.0,5. place,2263,29332_20_13
26,7.0,7. place,2362,45397_85_14
70,2.0,2. place,2313,61122_207_2
26,7.0,7. place,2359,61122_207_2
6,,participation,2290,61122_207_2
35,2.0,2. place,2277,61122_207_2
25,3.0,3. place,2276,61122_207_2
91,7.0,7. place,2236,61122_207_2
252,,5. place,2302,50900_6_3
120,,1/32,2296,25414_17_4
120,,1/32,2289,25414_17_4
112,,1/16,2281,18319_27_1
36,5.0,5. place,2304,18319_27_1
10,,participation,2289,18319_27_1
18,5.0,5. place,2201,18319_27_1
13,7.0,7. place,2251,18319_27_1
112,,1/16,2302,67501_50_5
70,2.0,2. place,2360,67501_50_5
56,,1/16,2045,19662_16_6
100,,participation,2180,19662_16_6
10,,participation,2364,61445_62_10
10,,participation,2288,61445_62_10
6,,participation,2306,61445_62_10
126,5.0,5. place,2235,61445_62_10
70,2.0,2. place,2307,19908_193_11
16,,1/16,2362,19908_193_11
10,,participation,2296,19908_193_11
6,,participation,2306,19908_193_11
18,5.0,5. place,2263,19908_193_11
5,,participation,2230,19908_193_11
3,,participation,2253,19908_193_11
35,2.0,2. place,2242,40320_93_7
35,2.0,2. place,2232,40320_93_7
35,2.0,2. place,2231,40320_93_7
3,,participation,2248,40320_93_7
100,1.0,1. place,2460,37043_49_12
5,,participation,2317,37043_49_12
10,,participation,2364,63553_61_9
91,,7. place,2248,63553_61_9
70,2.0,2. place,2304,22720_48_8
6,,participation,2292,22720_48_8
26,7.0,7. place,2283,18114_25_13
18,5.0,5. place,2251,18114_25_13
3,7.0,7. place*,2253,18114_25_13
18,5.0,5. place,2201,59425_4_14
18,5.0,5. place,2263,18549_23_14
18,5.0,5. place,2240,31902_14_14
18,5.0,5. place,2240,21425_296_14
252,5.0,5. place,2281,65673_61_3
100,1.0,1. place,2283,36882_10_2
16,,1/16,2286,36882_10_2
10,,participation,2289,36882_10_2
6,,participation,2306,36882_10_2
112,,1/16,2293,36882_10_2
5,,participation,2234,36882_10_2
175,,3. place,2248,31071_9_4
56,,1/16,2045,31071_9_4
120,,1/32,2296,42718_27_1
56,,1/16,2248,42718_27_1
8,,1/16,2251,42718_27_1
182,7.0,7. place,2292,32946_77_5
182,7.0,7. place,2290,34279_177_5
100,1.0,1. place,2424,63310_14_6
36,5.0,5. place,2362,63310_14_6
10,,participation,2311,63310_14_6
10,,participation,2284,63310_14_6
100,1.0,1. place,2314,25918_26_10
16,,1/16,2304,25918_26_10
35,2.0,2. place,2263,25918_26_10
36,5.0,5. place,2314,61277_82_11
36,5.0,5. place,2313,61277_82_11
10,,participation,2289,61277_82_11
6,,participation,2290,61277_82_11
35,2.0,2. place,2277,61277_82_11
5,,participation,2260,61277_82_11
70,2.0,2. place,2360,67152_50_7
36,5.0,5. place,2359,67152_50_7
100,1.0,1. place,2362,3239_20_9
100,1.0,1. place,2356,17863_57_9
100,,participation,2180,738_97_12
50,3.0,3. place,2286,18130_25_8
10,,participation,2289,18130_25_8
6,,participation,2306,18130_25_8
36,5.0,5. place,2424,50980_14_13
36,5.0,5. place,2359,38263_18_13
36,5.0,5. place,2287,22489_193_13
36,5.0,5. place,2313,71679_70_13
250,3.0,3. place,2233,20645_6_3
50,1.0,1. place,2241,2630_95_2
10,,participation,2239,2630_95_2
5,,participation,2234,2630_95_2
5,,participation,2230,2630_95_2
175,3.0,3. place,2237,2630_95_2
16,,1/16,2287,21590_26_4
16,,1/16,2286,21590_26_4
10,,participation,2289,21590_26_4
6,,participation,2293,21590_26_4
180,5.0,5. place,2227,21590_26_4
182,7.0,7. place,2310,47877_191_1
182,7.0,7. place,2292,8615_77_1
112,,1/16,2281,25546_61_6
10,,participation,2364,25546_61_6
10,,participation,2315,25546_61_6
10,,participation,2284,25546_61_6
5,,participation,2267,25546_61_6
5,,participation,2260,25546_61_6
10,,participation,2239,14994_63_10
5,,participation,2234,14994_63_10
5,,participation,2233,14994_63_10
126,5.0,5. place,2235,14994_63_10
112,,1/16,2302,43495_24_11
8,,1/16,2251,43495_24_11
50,3.0,3. place,2314,65846_79_7
50,3.0,3. place,2313,65846_79_7
6,,participation,2290,65846_79_7
50,3.0,3. place,2313,58681_70_7
6,7.0,7. place*,2290,58681_70_7
50,1.0,1. place,2277,58681_70_7
100,1.0,1. place,2471,43133_10_12
50,1.0,1. place,2242,592_97_8
10,,participation,2239,592_97_8
5,,participation,2234,592_97_8
112,,1/16,2302,69241_51_3
80,,1/16,2267,69241_51_3
56,,1/16,2253,69241_51_3
245,2.0,2. place,2052,16110_48_2
182,7.0,7. place,2281,38802_9_4
36,5.0,5. place,2283,38802_9_4
8,,1/16,2263,38802_9_4
180,5.0,5. place,2267,41969_13_5
26,7.0,7. place,2283,26312_163_6
91,7.0,7. place,2253,26312_163_6
35,2.0,2. place,2251,26312_163_6
70,2.0,2. place,2398,55539_93_10
36,5.0,5. place,2459,55539_93_10
36,5.0,5. place,2367,55539_93_10
50,3.0,3. place,2307,12000_193_11
50,3.0,3. place,2287,12000_193_11
8,,1/16,2263,12000_193_11
8,,1/16,2201,12000_193_11
50,3.0,3. place,2360,50768_50_12
50,3.0,3. place,2359,50768_50_12
50,3.0,3. place,2294,37063_26_9
36,5.0,5. place,2304,37063_26_9
8,,1/16,2263,37063_26_9
3,,participation,2248,37063_26_9
6,,participation,2302,40190_77_8
56,,1/16,2248,40190_77_8
245,2.0,2. place,2044,13013_60_3
160,,1/16,2309,34628_85_2
70,2.0,2. place,2362,34628_85_2
6,,participation,2436,34628_85_2
3,,participation,2235,34628_85_2
120,,1/32,2288,45190_88_4
6,,participation,2302,45190_88_4
91,,7. place,2248,45190_88_4
180,5.0,5. place,2233,21214_296_1
160,,1/16,2288,52134_17_5
10,,participation,2311,52134_17_5
10,,participation,2284,52134_17_5
70,2.0,2. place,2360,39095_50_10
70,2.0,2. place,2359,39095_50_10
6,,participation,2292,2994_63_6
120,,1/32,2239,2994_63_6
5,,participation,2234,2994_63_6
5,,participation,2233,2994_63_6
3,,participation,2235,2994_63_6
112,,1/16,2302,51992_17_11
3,,participation,2248,51992_17_11
36,5.0,5. place,2362,30140_20_7
6,,participation,2281,30140_20_7
6,,participation,2293,30140_20_7
25,3.0,3. place,2263,30140_20_7
25,3.0,3. place,2251,30140_20_7
3,,participation,2200,30140_20_7
70,2.0,2. place,2398,31242_233_9
25,3.0,3. place,2241,31242_233_9
70,2.0,2. place,2424,40547_46_12
10,,participation,2309,40547_46_12
36,5.0,5. place,2287,20942_23_8
18,5.0,5. place,2201,20942_23_8
8,,1/16,2263,20942_23_8
13,7.0,7. place,2240,51081_14_14
13,7.0,7. place,2199,23807_25_14
50,3.0,3. place,2471,37842_30_3
16,,1/16,2286,37842_30_3
6,,participation,2302,37842_30_3
112,,1/16,2293,37842_30_3
56,,1/16,2248,37842_30_3
120,,1/32,2296,8023_25_2
10,,participation,2315,8023_25_2
10,,participation,2309,8023_25_2
10,,participation,2282,8023_25_2
80,,1/16,2230,8023_25_2
5,,participation,2238,8023_25_2
3,,participation,2200,8023_25_2
36,5.0,5. place,2294,20757_8_4
180,5.0,5. place,2267,20757_8_4
80,,1/16,2230,2072_49_1
100,,participation,2180,2072_49_1
16,,1/16,2287,22921_42_5
16,,1/16,2286,22921_42_5
10,,participation,2296,22921_42_5
6,,participation,2306,22921_42_5
6,,participation,2281,22921_42_5
112,,1/16,2293,22921_42_5
10,,participation,2239,22921_42_5
3,,participation,2200,22921_42_5
10,,participation,2239,56306_178_6
126,5.0,5. place,2044,56306_178_6
10,,participation,2239,3586_57_10
126,5.0,5. place,2052,3586_57_10
112,,1/16,2302,43011_27_11
112,,1/16,2302,42125_193_11
100,1.0,1. place,2471,11407_244_7
100,1.0,1. place,2356,9467_264_7
50,3.0,3. place,2362,20241_23_9
16,,1/16,2287,20241_23_9
10,,participation,2296,20241_23_9
18,5.0,5. place,2201,20241_23_9
6,,participation,2306,18128_25_12
56,,1/16,2253,18128_25_12
13,7.0,7. place,2199,18128_25_12
16,,1/16,2307,13301_4_8
35,2.0,2. place,2201,13301_4_8
8,,1/16,2263,13301_4_8
35,2.0,2. place,2251,13371_23_13
35,2.0,2. place,2277,65438_70_13
112,,1/16,2281,30167_26_2
16,,1/16,2304,30167_26_2
16,,1/16,2286,30167_26_2
12,,1/32,2287,30167_26_2
10,,participation,2289,30167_26_2
6,,participation,2293,30167_26_2
56,,1/16,2253,30167_26_2
8,,1/16,2201,30167_26_2
112,,1/16,2306,38271_43_3
10,,participation,2311,38271_43_3
10,,participation,2309,38271_43_3
6,,participation,2281,38271_43_3
80,,1/16,2317,38271_43_3
8,,1/16,2199,38271_43_3
100,1.0,1. place,2356,37662_63_4
50,3.0,3. place,2365,37662_63_4
36,5.0,5. place,2360,37662_63_4
10,,participation,2315,37662_63_4
10,,participation,2309,37662_63_4
6,,participation,2292,37662_63_4
50,3.0,3. place,2294,31958_3_5
36,5.0,5. place,2307,31958_3_5
10,,participation,2309,31958_3_5
6,,participation,2306,31958_3_5
56,,1/16,2253,31958_3_5
18,5.0,5. place,2201,31958_3_5
160,,1/16,2364,22413_296_1
5,,participation,2317,22413_296_1
5,,participation,2260,22413_296_1
5,,participation,2230,22413_296_1
100,1.0,1. place,2365,62489_92_10
26,7.0,7. place,2459,62489_92_10
6,,participation,2302,62489_92_10
3,,participation,2248,62489_92_10
80,,1/16,2234,25571_95_6
50,1.0,1. place,2241,25571_95_6
3,7.0,7. place*,2237,25571_95_6
26,7.0,7. place,2304,30300_27_9
10,,participation,2296,30300_27_9
56,,1/16,2248,30300_27_9
36,5.0,5. place,2294,43448_8_12
16,,1/16,2362,43448_8_12
10,,participation,2311,43448_8_12
6,,participation,2306,43448_8_12
5,,participation,2267,43448_8_12
56,,1/16,2248,44067_266_8
56,,1/16,2248,47830_15_8
6,,participation,2306,15798_60_14
6,,participation,2290,15798_60_14
160,,1/16,2309,34610_244_2
70,2.0,2. place,2471,34610_244_2
3,,participation,2248,34610_244_2
6,,participation,2293,36914_1_3
126,,5. place,2248,36914_1_3
80,,1/16,2317,36914_1_3
10,,participation,2239,36914_1_3
60,,1/32,2233,32805_14_4
60,,1/32,2230,32805_14_4
91,7.0,7. place,2235,32805_14_4
175,3.0,3. place,2236,12563_50_1
175,,3. place,2248,50620_296_5
16,,1/16,2307,29362_2_10
10,,participation,2289,29362_2_10
10,,participation,2288,29362_2_10
6,,participation,2293,29362_2_10
91,,7. place,2248,29362_2_10
6,,participation,2302,43197_45_6
126,,5. place,2248,43197_45_6
100,1.0,1. place,2356,55420_57_11
6,,participation,2302,55420_57_11
50,3.0,3. place,2460,45123_109_7
50,3.0,3. place,2459,45123_109_7
25,3.0,3. place,2199,52531_43_9
10,,participation,2239,52531_43_9
56,,1/16,2200,52531_43_9
70,2.0,2. place,2356,70832_264_12
70,2.0,2. place,2307,44258_193_12
25,3.0,3. place,2240,38679_296_13
5,7.0,7. place*,2267,38679_296_13
10,,participation,2239,58211_182_14
10,,participation,2239,63975_47_14
10,,participation,2289,13238_140_2
6,,participation,2293,13238_140_2
120,,1/32,2239,13238_140_2
80,,1/16,2234,13238_140_2
8,,1/16,2251,13238_140_2
3,,participation,2200,13238_140_2
60,,1/32,2233,21665_21_3
60,,1/32,2230,21665_21_3
25,3.0,3. place,2251,21665_21_3
10,,participation,2239,21665_21_3
5,,participation,2260,21665_21_3
56,,1/16,2045,21665_21_3
160,,1/16,2364,38886_17_4
26,7.0,7. place,2287,38886_17_4
10,,participation,2311,38886_17_4
6,,participation,2281,38886_17_4
6,,participation,2436,38886_17_4
160,,1/16,2309,69191_88_1
10,,participation,2311,69191_88_1
160,,1/16,2288,13530_14_1
10,,participation,2364,13530_14_1
160,,1/16,2288,13098_14_5
10,,participation,2296,13098_14_5
70,2.0,2. place,2359,23835_4_6
36,5.0,5. place,2283,23835_4_6
26,7.0,7. place,2286,23835_4_6
126,,5. place,2248,36595_296_10
70,2.0,2. place,2460,47747_77_11
36,5.0,5. place,2367,47747_77_11
91,,7. place,2248,64729_49_7
91,7.0,7. place,2236,10510_69_9
91,7.0,7. place,2235,6692_62_9
50,3.0,3. place,2360,67498_50_8
6,,participation,2302,67498_50_8
10,,participation,2315,42219_174_13
6,,participation,2310,42219_174_13
10,,participation,2239,42219_174_13
3,,participation,2235,42219_174_13
120,,1/32,2309,30838_14_2
70,2.0,2. place,2304,30838_14_2
10,,participation,2315,30838_14_2
25,3.0,3. place,2240,30838_14_2
10,,participation,2282,39208_98_3
50,1.0,1. place,2277,39208_98_3
25,3.0,3. place,2276,39208_98_3
5,,participation,2260,39208_98_3
126,5.0,5. place,2044,39208_98_3
180,5.0,5. place,2317,25442_17_4
25,3.0,3. place,2240,25442_17_4
160,,1/16,2282,65968_15_5
6,,participation,2281,65968_15_5
160,,1/16,2284,48359_61_5
6,,participation,2281,48359_61_5
130,7.0,7. place,2260,24044_49_6
50,3.0,3. place,2424,25949_14_10
10,,participation,2284,25949_14_10
6,,participation,2306,25949_14_10
60,,1/32,2230,25949_14_10
3,,participation,2045,1452_23_11
100,,participation,2180,1452_23_11
91,7.0,7. place,2253,14614_275_7
10,,participation,2311,29455_23_12
10,,participation,2309,29455_23_12
10,,participation,2289,29455_23_12
6,,participation,2306,29455_23_12
6,,participation,2293,29455_23_12
18,5.0,5. place,2251,29455_23_12
8,,1/16,2263,29455_23_12
36,5.0,5. place,2424,44560_17_8
18,5.0,5. place,2240,44560_17_8
26,7.0,7. place,2362,43799_9_13
26,7.0,7. place,2307,19622_193_13
26,7.0,7. place,2286,19893_193_13
26,7.0,7. place,2283,49115_275_13
10,,participation,2315,71727_61_14
10,,participation,2315,25984_74_14
10,,participation,2364,69259_15_14
160,,1/16,2296,14515_39_2
16,,1/16,2307,14515_39_2
16,,1/16,2287,14515_39_2
10,,participation,2311,14515_39_2
10,,participation,2309,14515_39_2
6,,participation,2293,14515_39_2
36,5.0,5. place,2459,50471_49_3
6,,participation,2302,50471_49_3
91,,7. place,2248,50471_49_3
80,,1/16,2267,50471_49_3
160,,1/16,2296,38408_14_4
10,,participation,2289,38408_14_4
10,,participation,2288,38408_14_4
25,3.0,3. place,2240,38408_14_4
112,,1/16,2302,44486_14_1
56,,1/16,2248,44486_14_1
36,5.0,5. place,2362,64658_4_6
91,,7. place,2248,64658_4_6
126,5.0,5. place,2044,13896_214_10
126,5.0,5. place,2237,25526_93_10
100,1.0,1. place,2365,69659_92_11
100,1.0,1. place,2471,30101_10_11
100,1.0,1. place,2286,66480_13_11
91,7.0,7. place,2236,11339_60_7
91,7.0,7. place,2236,7083_224_7
91,7.0,7. place,2052,8406_93_7
50,1.0,1. place,2231,55539_93_9
35,2.0,2. place,2242,55539_93_9
3,,participation,2248,55539_93_9
36,5.0,5. place,2367,48256_93_12
26,7.0,7. place,2398,48256_93_12
6,,participation,2292,48256_93_12
25,3.0,3. place,2242,40319_93_8
25,3.0,3. place,2231,40319_93_8
3,,participation,2248,40319_93_8
80,,1/16,2227,38321_84_2
5,,participation,2238,38321_84_2
5,,participation,2230,38321_84_2
126,5.0,5. place,2235,38321_84_2
100,1.0,1. place,2314,68782_79_3
100,1.0,1. place,2313,68782_79_3
6,,participation,2290,68782_79_3
70,2.0,2. place,2459,25856_97_4
36,5.0,5. place,2398,25856_97_4
36,5.0,5. place,2365,25856_97_4
6,,participation,2292,25856_97_4
50,1.0,1. place,2231,25856_97_4
160,,1/16,2288,36325_2_1
6,,participation,2306,36325_2_1
80,,1/16,2233,31928_9_5
60,,1/32,2230,31928_9_5
13,7.0,7. place,2199,31928_9_5
8,,1/16,2251,31928_9_5
5,,participation,2317,31928_9_5
26,7.0,7. place,2283,43949_26_6
16,,1/16,2287,43949_26_6
10,,participation,2289,43949_26_6
56,,1/16,2248,43949_26_6
18,5.0,5. place,2263,43949_26_6
50,3.0,3. place,2365,26129_111_9
26,7.0,7. place,2398,26129_111_9
6,,participation,2292,26129_111_9
36,5.0,5. place,2313,58679_70_12
25,3.0,3. place,2277,58679_70_12
50,3.0,3. place,2460,70756_158_8
50,3.0,3. place,2424,52105_14_8
50,3.0,3. place,2471,33163_30_8
50,3.0,3. place,2459,49584_49_8
50,3.0,3. place,2360,11216_50_8
16,,1/16,2287,13352_29_2
16,,1/16,2283,13352_29_2
182,7.0,7. place,2293,13352_29_2
112,,1/16,2302,42792_23_3
91,,7. place,2248,42792_23_3
180,5.0,5. place,2238,47851_16_4
10,,participation,2239,47851_16_4
5,,participation,2230,47851_16_4
112,,1/16,2302,64742_97_1
50,3.0,3. place,2459,64742_97_1
160,,1/16,2288,57002_17_5
126,5.0,5. place,2044,11384_177_6
26,7.0,7. place,2359,15795_60_10
6,,participation,2290,15795_60_10
91,7.0,7. place,2236,15795_60_10
80,,1/16,2234,39005_10_9
80,,1/16,2238,21417_296_9
80,,1/16,2238,37113_4_9
50,3.0,3. place,2424,48056_14_12
10,,participation,2364,48056_14_12
5,,participation,2233,26091_61_14
5,,participation,2230,26091_61_14
10,,participation,2296,12062_26_2
10,,participation,2289,12062_26_2
10,,participation,2288,12062_26_2
10,,participation,2284,12062_26_2
6,,participation,2281,12062_26_2
6,,participation,2293,12062_26_2
130,7.0,7. place,2234,12062_26_2
18,5.0,5. place,2263,12062_26_2
8,,1/16,2251,12062_26_2
3,,participation,2253,12062_26_2
120,,1/32,2289,28576_20_3
36,5.0,5. place,2287,28576_20_3
16,,1/16,2362,28576_20_3
16,,1/16,2307,28576_20_3
10,,participation,2311,28576_20_3
6,,participation,2292,2085_57_4
35,2.0,2. place,2232,2085_57_4
10,,participation,2239,2085_57_4
5,,participation,2260,2085_57_4
5,,participation,2234,2085_57_4
5,,participation,2230,2085_57_4
126,5.0,5. place,2237,2085_57_4
120,,1/32,2296,19030_27_1
26,7.0,7. place,2287,19030_27_1
10,,participation,2289,19030_27_1
6,,participation,2306,19030_27_1
36,5.0,5. place,2359,45826_60_5
6,,participation,2290,45826_60_5
25,3.0,3. place,2276,45826_60_5
91,7.0,7. place,2236,45826_60_5
10,,participation,2311,25829_9_6
35,2.0,2. place,2199,25829_9_6
18,5.0,5. place,2251,25829_9_6
5,,participation,2234,25829_9_6
56,,1/16,2200,25829_9_6
36,5.0,5. place,2362,19808_193_10
26,7.0,7. place,2286,19808_193_10
16,,1/16,2287,19808_193_10
35,2.0,2. place,2201,19808_193_10
80,,1/16,2233,18119_25_11
8,,1/16,2251,18119_25_11
5,,participation,2234,18119_25_11
3,,participation,2253,18119_25_11
80,,1/16,2234,22078_16_7
5,,participation,2230,22078_16_7
5,,participation,2227,22078_16_7
50,3.0,3. place,2398,64680_57_12
6,,participation,2302,64680_57_12
3,,participation,2248,64680_57_12
25,3.0,3. place,2263,17298_23_13
25,3.0,3. place,2199,21680_2_13
25,3.0,3. place,2240,22259_296_13
5,,participation,2234,36082_18_14
3,,participation,2248,36082_18_14
160,,1/16,2309,20764_8_2
36,5.0,5. place,2294,20764_8_2
120,,1/32,2289,46000_11_3
10,,participation,2296,46000_11_3
10,,participation,2288,46000_11_3
6,,participation,2302,46000_11_3
6,,participation,2293,46000_11_3
42,,1/32,2248,46000_11_3
160,,1/16,2289,18824_1_4
26,7.0,7. place,2294,18824_1_4
6,,participation,2293,18824_1_4
26,7.0,7. place,2286,29547_2_1
10,,participation,2289,29547_2_1
10,,participation,2288,29547_2_1
112,,1/16,2293,29547_2_1
16,,1/16,2287,21311_23_5
16,,1/16,2283,21311_23_5
10,,participation,2309,21311_23_5
60,,1/32,2230,21311_23_5
50,1.0,1. place,2251,21311_23_5
5,,participation,2233,21311_23_5
120,,1/32,2239,18694_140_6
112,,1/16,2302,43311_1_10
112,,1/16,2302,50354_10_10
112,,1/16,2302,42961_35_10
50,3.0,3. place,2314,65445_207_11
36,5.0,5. place,2359,65445_207_11
10,,participation,2282,65445_207_11
80,,1/16,2227,23341_88_7
5,,participation,2230,23341_88_7
16,,1/16,2307,24407_24_12
10,,participation,2284,24407_24_12
6,,participation,2281,24407_24_12
8,,1/16,2263,24407_24_12
5,,participation,2234,24407_24_12
5,,participation,2233,24407_24_12
5,,participation,2227,24407_24_12
3,,participation,2253,24407_24_12
6,,participation,2302,63778_17_14
6,,participation,2302,50765_6_14
6,,participation,2302,43616_4_14
36,5.0,5. place,2365,37919_233_3
26,7.0,7. place,2398,37919_233_3
6,,participation,2292,37919_233_3
35,2.0,2. place,2242,37919_233_3
35,2.0,2. place,2231,37919_233_3
25,3.0,3. place,2241,37919_233_3
18,5.0,5. place,2232,37919_233_3
10,,participation,2239,37919_233_3
3,5.0,5. place*,2237,37919_233_3
182,,7. place,2302,36154_27_2
10,,participation,2296,36154_27_2
10,,participation,2239,3558_177_4
5,,participation,2234,3558_177_4
175,3.0,3. place,2044,3558_177_4
80,,1/16,2233,15330_20_1
8,,1/16,2251,15330_20_1
5,,participation,2260,15330_20_1
3,,participation,2253,15330_20_1
56,,1/16,2200,15330_20_1
10,,participation,2239,36057_51_5
5,,participation,2317,36057_51_5
5,,participation,2234,36057_51_5
5,,participation,2233,36057_51_5
126,5.0,5. place,2052,36057_51_5
70,2.0,2. place,2360,65407_50_6
50,3.0,3. place,2359,65407_50_6
50,3.0,3. place,2459,46360_95_11
36,5.0,5. place,2398,46360_95_11
6,,participation,2302,46360_95_11
36,5.0,5. place,2287,13613_266_7
25,3.0,3. place,2199,13613_266_7
13,7.0,7. place,2251,13613_266_7
5,,participation,2234,13613_266_7
3,,participation,2045,13613_266_7
16,,1/16,2287,29141_23_9
56,,1/16,2248,29141_23_9
56,,1/16,2248,44331_111_12
56,,1/16,2248,39396_17_12
176,,1/16,2035,1328_135_3
10,,participation,2239,1328_135_3
5,,participation,2234,1328_135_3
3,,participation,2200,1328_135_3
100,1.0,1. place,2360,32117_50_2
36,5.0,5. place,2359,32117_50_2
56,,1/16,2236,32117_50_2
130,7.0,7. place,2230,9996_61_4
60,,1/32,2233,9996_61_4
91,7.0,7. place,2253,29376_28_1
50,1.0,1. place,2199,29376_28_1
5,,participation,2260,29376_28_1
5,,participation,2234,29376_28_1
25,3.0,3. place,2232,25315_113_5
126,5.0,5. place,2237,25315_113_5
112,,1/16,2302,50541_8_6
5,,participation,2267,50541_8_6
91,7.0,7. place,2235,27296_74_11
50,3.0,3. place,2283,49779_4_7
16,,1/16,2307,49779_4_7
16,,1/16,2287,49779_4_7
26,7.0,7. place,2307,19698_26_9
16,,1/16,2283,19698_26_9
10,,participation,2289,19698_26_9
6,,participation,2281,19698_26_9
13,7.0,7. place,2201,19698_26_9
16,,1/16,2307,21585_20_8
16,,1/16,2287,21585_20_8
18,5.0,5. place,2251,21585_20_8
18,5.0,5. place,2240,17302_17_13
5,,participation,2230,17302_17_13
18,5.0,5. place,2199,249_27_13
5,,participation,2233,249_27_13
100,1.0,1. place,2283,22558_193_3
12,,1/32,2287,22558_193_3
80,,1/16,2267,22558_193_3
112,,1/16,2293,18924_44_2
18,5.0,5. place,2251,18924_44_2
3,,participation,2253,18924_44_2
56,,1/16,2200,18924_44_2
70,2.0,2. place,2471,18458_41_4
36,5.0,5. place,2459,18458_41_4
10,,participation,2289,18458_41_4
10,,participation,2288,18458_41_4
6,,participation,2293,18458_41_4
50,1.0,1. place,2277,18458_41_4
5,,participation,2317,18458_41_4
70,2.0,2. place,2424,30488_14_1
26,7.0,7. place,2304,30488_14_1
16,,1/16,2286,30488_14_1
12,,1/32,2362,30488_14_1
18,5.0,5. place,2240,30488_14_1
5,,participation,2230,30488_14_1
10,,participation,2239,36251_153_5
5,,participation,2238,36251_153_5
5,,participation,2234,36251_153_5
126,5.0,5. place,2236,36251_153_5
112,,1/16,2302,46694_25_6
3,,participation,2248,46694_25_6
112,,1/16,2290,44934_53_10
112,,1/16,2290,45011_18_10
10,,participation,2364,13867_61_11
80,,1/16,2317,13867_61_11
80,,1/16,2230,2137_6_7
70,2.0,2. place,2286,66482_13_9
50,3.0,3. place,2356,31035_65_12
6,7.0,7. place*,2310,31035_65_12
50,3.0,3. place,2459,29795_113_12
6,,participation,2292,29795_113_12
36,5.0,5. place,2460,64785_96_8
6,,participation,2302,64785_96_8
6,,participation,2306,69733_49_14
50,3.0,3. place,2314,26136_292_3
10,,participation,2239,26136_292_3
5,,participation,2233,26136_292_3
126,5.0,5. place,2044,26136_292_3
160,,1/16,2315,61567_62_2
10,,participation,2364,61567_62_2
10,,participation,2288,61567_62_2
6,,participation,2306,61567_62_2
182,,7. place,2302,44993_17_4
3,,participation,2248,44993_17_4
36,5.0,5. place,2294,19941_28_1
36,5.0,5. place,2283,19941_28_1
16,,1/16,2362,19941_28_1
16,,1/16,2304,19941_28_1
25,3.0,3. place,2199,19941_28_1
8,,1/16,2263,19941_28_1
8,,1/16,2251,19941_28_1
112,,1/16,2302,43453_8_5
16,,1/16,2286,43453_8_5
10,,participation,2309,43453_8_5
112,,1/16,2302,69774_74_6
50,3.0,3. place,2286,18770_23_11
26,7.0,7. place,2307,18770_23_11
10,,participation,2288,18770_23_11
70,2.0,2. place,2471,38064_11_7
10,,participation,2288,38064_11_7
50,3.0,3. place,2398,25569_95_9
18,5.0,5. place,2241,25569_95_9
36,5.0,5. place,2294,45153_8_8
6,,participation,2293,45153_8_8
16,,1/16,2283,47223_4_13
6,,participation,2281,47223_4_13
6,,participation,2290,69190_161_14
6,,participation,2292,30790_96_14
6,,participation,2290,23125_78_14
6,,participation,2293,19327_29_14
6,,participation,2290,69079_69_14
120,,1/32,2239,4722_27_3
60,,1/32,2230,4722_27_3
5,,participation,2227,4722_27_3
3,,participation,2045,4722_27_3
26,7.0,7. place,2459,35381_233_2
26,7.0,7. place,2398,35381_233_2
6,,participation,2292,35381_233_2
25,3.0,3. place,2241,35381_233_2
10,,participation,2239,35381_233_2
91,7.0,7. place,2237,35381_233_2
112,,1/16,2281,39484_24_4
16,,1/16,2362,39484_24_4
56,,1/16,2248,39484_24_4
70,2.0,2. place,2460,41033_96_1
26,7.0,7. place,2367,41033_96_1
6,,participation,2302,41033_96_1
